year,head_no,subhead_no,subhead_name,reimbursements,item_no,title,actual,revised,estimate
2007,26,000,Operational expenses,"",,Recurrent,450486,498071,475211
2007,26,,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",,33,
2007,27,000,Operational expenses,"",,Recurrent,72862,70639,73739
2007,28,000,Operational expenses,"",,Recurrent,623460,569204,614626
2007,28,170,Airport insurance,"",,Recurrent,11933,13715,11806
2007,28,,General non-recurrent,"",,Non-Recurrent,1384,650,
2007,30,000,Operational expenses,"",,Recurrent,2271310,2254777,2293610
2007,30,118,Provisions for institutions,"",,Recurrent,62323,61685,63346
2007,30,193,Prisoners’ earning scheme,"",,Recurrent,32350,30118,30841
2007,30,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",3144,2843,10000
2007,30,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",7209,13943,15915
2007,30,700,General non-recurrent,"",,Non-Recurrent,392,1364,1932
2007,31,000,Operational expenses,"",,Recurrent,1739488,1801860,2065549
2007,31,103,Rewards and special services,"",,Recurrent,8652,8500,8000
2007,31,292,Seizure management,"",,Recurrent,36629,42000,41000
2007,31,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",10375,3999,12813
2007,31,661,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",6275,,
2007,31,,General non-recurrent,"",,Non-Recurrent,168,199,
2007,33,000,Operational expenses,"",,Recurrent,1005626,1048210,1305571
2007,33,700,General non-recurrent,"",,Non-Recurrent,1284,1773,841
2007,33,,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",,2060,
2007,33,,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",414,4008,
2007,35,000,Operational expenses,"",,Recurrent,36281,42023,52457
2007,35,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",,,572
2007,37,000,Operational expenses,"",,Recurrent,2742888,2814545,2953833
2007,37,003,Recoverable salaries and allowances (General),1103000,,Recurrent,,,
2007,37,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",1500,820,16130
2007,37,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",17981,11363,24302
2007,37,700,General non-recurrent,"",,Non-Recurrent,88273,130631,82684
2007,37,974,"Subvented institutions - maintenance, repairs and minor improvements (block vote)","",,Subventions,40,943,624
2007,37,974,"Subvented institutions - minor plant, vehicles and equipment (block vote)","",,Subventions,,450,
2007,39,000,Operational expenses,"",,Recurrent,1531682,1539209,1562967
2007,39,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",7340,2336,2791
2007,39,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",14803,17400,19490
2007,39,700,General non-recurrent,"",,Non-Recurrent,879,40,400
2007,42,000,Operational expenses,"",,Recurrent,209520,213211,211140
2007,42,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",50496,71800,72680
2007,42,700,General non-recurrent,"",,Non-Recurrent,4667,2069,3456
2007,44,000,Operational expenses,"",,Recurrent,867381,912810,965943
2007,44,297,Fees for operation of waste facilities,"",,Recurrent,1089561,1076200,1077763
2007,44,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",,4014,7244
2007,44,700,General non-recurrent,"",,Non-Recurrent,124560,9600,706907
2007,45,000,Operational expenses,"",,Recurrent,2895302,2900522,2998859
2007,45,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",53317,42262,79680
2007,45,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",16855,18844,39120
2007,45,700,General non-recurrent,"",,Non-Recurrent,267,150,600
2007,46,001,Salaries,"",,Recurrent,207256,198719,109638
2007,46,003,Recoverable salaries and allowances (General),608,,Recurrent,,,
2007,46,006,Recoverable salaries and allowances (Companies Registry Trading Fund),100000,,Recurrent,,,
2007,46,008,Recoverable salaries and allowances (Hong Kong Monetary Authority),25680,,Recurrent,,,
2007,46,009,Recoverable salaries and allowances (Land Registry Trading Fund),144600,,Recurrent,,,
2007,46,010,Recruiting expenses,"",,,529,760,900
2007,46,011,Civil service examinations,"",,,4326,4795,4878
2007,46,013,Personal allowances,"",,,902164,932917,989132
2007,46,014,Home purchase allowance,"",,,856381,820099,848000
2007,46,020,Payments to estates of deceased officers,"",,,13344,16500,16500
2007,46,022,Passages,"",,,198238,219166,218060
2007,46,023,Quartering,"",,,51987,30678,33105
2007,46,024,Staff relief and welfare,"",,,1037,2000,2590
2007,46,025,Long and Meritorious Service Travel Award Scheme,"",,,51024,58042,57860
2007,46,027,Staff Suggestions and Motivation Schemes,"",,,78,12,27
2007,46,028,Legal assistance,"",,,507,1448,1448
2007,46,032,Accommodation allowance,"",,,20626,20239,20900
2007,46,033,Home financing allowance,"",,,1610032,1276851,1191000
2007,46,037,Pensioners’ welfare fund,"",,,860,910,910
2007,46,038,Private tenancy allowance,"",,,137627,146401,154000
2007,46,039,Rent allowance,"",,,540,345,570
2007,46,040,Non-accountable cash allowance,"",,,18044,25257,41000
2007,46,041,Mandatory Provident Fund contribution,"",,,26,50,34
2007,46,042,Civil Service Provident Fund contribution,"",,,,,108
2007,46,081,Recoverable salaries and allowances (Office of the Telecommunications Authority Trading Fund),112300,,Recurrent,,,
2007,46,082,Recoverable salaries and allowances (Post Office Trading Fund),1448000,,Recurrent,,,
2007,46,083,Recoverable salaries and allowances (Electrical and Mechanical Services Trading Fund),1076000,,Recurrent,,,
2007,46,084,Recoverable salaries and allowances (Legal Aid Services Council),1832,,Recurrent,,,
2007,47,000,Operational expenses,"",,Recurrent,519306,544976,562783
2007,47,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",,700,1000
2007,47,700,General non-recurrent,"",,Non-Recurrent,,1200,250
2007,48,000,Operational expenses,"",,Recurrent,217814,217425,243434
2007,48,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",768,5770,21155
2007,48,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",9638,10182,21693
2007,49,000,Operational expenses,"",,Recurrent,3340666,3719765,4042374
2007,49,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",1790,,7250
2007,49,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",7724,16953,18740
2007,49,700,General non-recurrent,"",,Non-Recurrent,300115,46685,8640
2007,51,000,Operational expenses,"",,Recurrent,1584409,1618442,1776739
2007,51,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",14022,17800,18778
2007,53,000,Operational expenses,"",,Recurrent,635779,743122,1035153
2007,53,003,Recoverable salaries and allowances (General),3534,,Recurrent,,,
2007,53,700,General non-recurrent,"",,Non-Recurrent,19,105489,7927
2007,53,942,Hong Kong Academy for Performing Arts,"",,Subventions,58,3326,3844
2007,53,973,"Hong Kong Academy for Performing Arts - minor plant, vehicles and equipment (block vote)","",,Subventions,7494,7758,10095
2007,53,973,Hong Kong Arts Development Council,"",,Subventions,228,,
2007,55,000,Operational expenses,"",,Recurrent,44785,54920,63271
2007,55,700,General non-recurrent,"",,Non-Recurrent,6867,65986,323
2007,59,000,Operational expenses,"",,Recurrent,337085,302345,324777
2007,59,003,Recoverable salaries and allowances (General),9288,,Recurrent,,,
2007,59,224,Motor Insurers’ Bureau - government contribution,"",,Recurrent,77,77,77
2007,59,225,Traffic Accident Victims Assistance Scheme - levies,"",,Recurrent,787,779,779
2007,59,226,Allocated stores: local landing charges,"",,Recurrent,17,10,10
2007,59,267,Unallocated stores: suspense account adjustment,"",,Recurrent,,1,1
2007,59,691,General purpose vehicles (block vote),"",,"Plant, Equipment and Works",91126,90000,94000
2007,59,691,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",1448,1428,
2007,60,000,Operational expenses,"",,Recurrent,1757654,1736166,1825926
2007,60,272,Electricity for public lighting,"",,Recurrent,171541,175940,180937
2007,60,700,General non-recurrent,"",,Non-Recurrent,720,1112,300
2007,60,,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",2191,1375,
2007,62,000,Operational expenses,"",,Recurrent,302952,92527,116736
2007,62,003,Recoverable salaries and allowances (General),2818970,,Recurrent,,,
2007,63,000,Operational expenses,"",,Recurrent,1119782,1171630,1293190
2007,63,654,Local public works (block vote),"",,"Plant, Equipment and Works",34412,33500,33325
2007,63,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",8431,10180,5499
2007,63,700,General non-recurrent,"",,Non-Recurrent,15740,1640,23272
2007,70,000,Operational expenses,"",,Recurrent,2203985,2233063,2581503
2007,70,202,Repatriation expenses,"",,Recurrent,7699,7461,7855
2007,70,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",1888,13306,3800
2007,70,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",1880,178,8024
2007,72,000,Operational expenses,"",,Recurrent,623929,638747,684123
2007,72,103,Rewards and special services,"",,Recurrent,15266,16800,16500
2007,72,203,"Expenses of witnesses, suspects and detainees","",,Recurrent,205,624,624
2007,72,,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",1040,,
2007,74,000,Operational expenses,"",,Recurrent,319121,323667,347918
2007,76,000,Operational expenses,"",,Recurrent,1016511,1020812,1043558
2007,76,189,Interest on tax reserve certificates,"",,Recurrent,28364,25000,128270
2007,76,209,Special legal expenses,"",,Recurrent,7250,7200,7203
2007,76,,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",1719,1030,
2007,78,000,Operational expenses,"",,Recurrent,61084,69567,86295
2007,78,700,General non-recurrent,"",,Non-Recurrent,14306,10452,656
2007,79,000,Operational expenses,"",,Recurrent,63681,63563,64651
2007,79,700,General non-recurrent,"",,Non-Recurrent,42182,42500,42500
2007,80,000,Operational expenses,"",,Recurrent,838092,871675,964038
2007,80,206,Expenses of witnesses and jurors,"",,Recurrent,6621,7502,8430
2007,80,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",768,290,200
2007,80,613,Law library acquisitions (block vote),"",,"Plant, Equipment and Works",14000,16100,17100
2007,80,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",391,2690,1868
2007,80,661,Works,"",,"Plant, Equipment and Works",27,,
2007,80,700,General non-recurrent,"",,Non-Recurrent,1227,2350,3955
2007,82,000,Operational expenses,"",,Recurrent,706954,713894,735571
2007,82,227,Payment for Land Registry/Companies Registry Trading Fund services,"",,Recurrent,37462,36410,36410
2007,82,700,General non-recurrent,"",,Non-Recurrent,6847,4895,3756
2007,90,000,Operational expenses,"",,Recurrent,789403,807903,862662
2007,90,280,Contribution to the Occupational Safety and Health Council,"",,Recurrent,3129,3300,3300
2007,90,295,Contribution to the Occupational Deafness Compensation Board,"",,Recurrent,1878,1980,1980
2007,90,700,General non-recurrent,"",,Non-Recurrent,144173,104000,104500
2007,90,,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",,700,
2007,91,000,Operational expenses,"",,Recurrent,1359947,1512580,1626729
2007,91,003,Recoverable salaries and allowances (General),29663,,Recurrent,,,
2007,91,221,Clearance of government land - ex-gratia allowances,"",,Recurrent,550,1500,1545
2007,91,600,Works,"",,"Plant, Equipment and Works",232,231,1200
2007,91,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",539,1065,3190
2007,91,700,General non-recurrent,"",,Non-Recurrent,1943,2318,3133
2007,92,000,Operational expenses,"",,Recurrent,703660,756091,798756
2007,92,003,Recoverable salaries and allowances (General),5083,,Recurrent,,,
2007,92,234,Court costs,"",,Recurrent,97619,78085,105000
2007,92,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",,,400
2007,92,700,General non-recurrent,"",,Non-Recurrent,1394,5750,2474
2007,94,000,Operational expenses,"",,Recurrent,212788,213096,218177
2007,94,208,Legal aid costs,"",,Recurrent,395239,441173,504363
2007,95,000,Operational expenses,"",,Recurrent,4749774,4790864,4801670
2007,95,600,Works,"",,"Plant, Equipment and Works",4556,7174,16227
2007,95,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",13969,11639,27469
2007,95,653,Restoration of monuments (block vote),"",,"Plant, Equipment and Works",1151,1700,1920
2007,95,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",49309,47000,45000
2007,95,694,Archaeological excavations (block vote),"",,"Plant, Equipment and Works",274,750,960
2007,95,700,General non-recurrent,"",,Non-Recurrent,65870,22728,17950
2007,95,863,Non-government organisation camps (block vote),"",,Subventions,1254,1500,3000
2007,96,000,Operational expenses,"",,Recurrent,245901,231766,292010
2007,96,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",434,,500
2007,96,700,General non-recurrent,"",,Non-Recurrent,997,1257,9580
2007,100,000,Operational expenses,"",,Recurrent,822511,826264,869458
2007,100,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",25722,34595,25754
2007,100,700,General non-recurrent,"",,Non-Recurrent,997,1634,1620
2007,106,163,Write-offs,"",,Recurrent,1175,800,1200
2007,106,188,Difference in exchange,"",,Recurrent,,5000,10000
2007,106,190,Other miscellaneous items,"",,Recurrent,111,300,500
2007,106,192,Refunds of revenue,"",,Recurrent,20207,22000,30500
2007,106,251,Additional commitments,"",,Recurrent,,,4199873
2007,106,284,Compensation,"",,Recurrent,36071,70000,70000
2007,106,689,Additional commitments,"",,"Plant, Equipment and Works",,,85972
2007,106,789,Additional commitments,"",,Non-Recurrent,,,5196905
2007,106,795,Contribution to the sixth replenishment of the Asian Development Fund,"",,Non-Recurrent,9981,5149,1561
2007,106,819,Contribution to the seventh replenishment of the Asian Development Fund,"",,Non-Recurrent,25152,23941,11116
2007,106,821,Contribution to the eighth replenishment of the Asian Development Fund,"",,Non-Recurrent,10931,11678,17815
2007,112,000,Operational expenses,"",,Recurrent,207990,215008,216587
2007,112,366,Remuneration and reimbursements for Members of the Legislative Council,"",,Recurrent,121539,123793,128768
2007,112,700,General non-recurrent,"",,Non-Recurrent,,90,100
2007,112,872,Non-recurrent expenses reimbursements for Members of the Legislative Council,"",,Subventions,2400,1000,1500
2007,112,885,Legislative Council Commission,"",,Subventions,2218,2668,4938
2007,114,000,Operational expenses,"",,Recurrent,81222,81222,81572
2007,114,700,General non-recurrent,"",,Non-Recurrent,200,30,40
2007,116,000,Operational expenses,"",,Recurrent,106655,108996,127556
2007,116,700,General non-recurrent,"",,Non-Recurrent,847,470,4731
2007,118,000,Operational expenses,"",,Recurrent,383785,400483,415770
2007,118,700,General non-recurrent,"",,Non-Recurrent,4866,14365,20566
