year,head_no,subhead_name,subhead_no,item_no,title,note_actual,note_original,note_revised,note_estimate,reimbursement,actual,approved,revised,estimate
2011,11,Government Secretariat: Innovation and Technology Commission,155,,Government Secretariat: Security Bureau,,,,,,7322,7975,7808,8459
2011,11,School fees for senior secondary classes,156,011,Government Secretariat: Education Bureau,,,,,,4,,,
2011,11,Grant and subsidised schools provident funds—supervision fees,156,020,Government Secretariat: Education Bureau,,,,,,3937,4764,4760,4592
2011,11,Others,156,030,Government Secretariat: Education Bureau,,,,,,3598,3720,3565,3424
2011,11,Radio Television Hong Kong,160,,Government Secretariat: Education Bureau,,,,,,1064,834,960,960
2011,11,Rating and Valuation Department,162,,Government Secretariat: Education Bureau,,,,,,5281,5239,5290,5358
2011,11,Services to the Airport Authority,168,010,Hong Kong Observatory,,,,,,80124,84685,83048,87684
2011,11,Others,168,020,Hong Kong Observatory,,,,,,1504,1430,1445,1393
2011,11,Traffic Accident Victims Assistance Scheme administration fee,170,010,Social Welfare Department,,,,,,15693,14741,15203,15050
2011,11,Others,170,020,Social Welfare Department,,,,,,4080,3627,3992,3974
2011,11,Student Financial Assistance Agency,173,,Social Welfare Department,,,,,,22450,26448,26914,29846
2011,11,Entertainment licences,180,010,Television and Entertainment Licensing Authority,,,,,,17314,18820,18866,18491
2011,11,Film censorship fees,180,020,Television and Entertainment Licensing Authority,,,,,,2907,2753,3039,3039
2011,11,Broadcasting licences,180,025,Television and Entertainment Licensing Authority,,,,,,35970,35171,38406,35466
2011,11,Others,180,030,Television and Entertainment Licensing Authority,,,,,,803,569,583,576
2011,11,Application fees for certificates of origin,181,010,Trade and Industry Department,,,,,,521,250,448,471
2011,11,Application fees for textile export licences,181,030,Trade and Industry Department,,,,,,1448,1009,1313,929
2011,11,Others,181,040,Trade and Industry Department,,,,,,23296,18579,22283,20364
2011,11,Vehicle and driving licences,186,010,Transport Department,,,,,,2780978,3025574,3115366,3344549
2011,11,"Transfer of vehicle and registration mark, driving test and permits",186,030,Transport Department,,,,,,251439,243044,272095,275878
2011,11,Traffic Accident Victims Assistance Scheme administration fee,186,040,Transport Department,,,,,,1793,1670,1753,1823
2011,11,Vehicle examination fees,186,050,Transport Department,,,,,,59638,55776,62407,64107
2011,11,Personalized vehicle registration mark,186,055,Transport Department,,,,,,38784,38513,35763,32783
2011,11,Others,186,060,Transport Department,,,,,,9275,11343,12489,13676
2011,11,Others,188,040,Treasury,,,,,,45142,44470,41906,43469
2011,11,Other bureaux/departments,200,,Treasury,,,,,,20142,15260,16525,15780
2012,1,Hydrocarbon oils,010,,,,,,,,3026665,3101799,3144190,3271239
2012,1,Alcoholic beverages,020,,,,,,,,298345,289558,344032,350374
2012,1,Other alcohol products,030,,,,,,,,5132,9535,5132,5132
2012,1,Tobacco,050,,,,,,,,4220944,4396976,4704900,4704900
2012,2,General Rates,030,,,,,,,,8955850,11011000,9693000,10471000
2012,3,Bets and sweeps tax,010,,,,,,,,14759060,14240000,15714000,15827000
2012,3,Interest tax,030,010,Earnings and profits tax,,,,,,169,,,
2012,3,Profits tax,030,020,Earnings and profits tax,,,,,,93183050,96900000,118000000,105580000
2012,3,Personal assessment,030,030,Earnings and profits tax,,,,,,3921584,3830000,4200000,4700000
2012,3,Property tax,030,040,Earnings and profits tax,,,,,,1647134,1650000,1900000,2000000
2012,3,Salaries tax,030,050,Earnings and profits tax,,,,,,44254738,43220000,52000000,49340000
2012,3,Estate duty,050,,Earnings and profits tax,,,,,,212843,50000,90000,70000
2012,3,Stamp duties,070,,Earnings and profits tax,,,,,,51005062,40000000,42000000,37000000
2012,3,Air passenger departure tax,080,,Earnings and profits tax,,,,,,1813594,1879118,1928670,1987833
2012,4,First registration,010,,,,,,,,6657392,7493607,7544495,7360111
2012,5,Court fines and statutory penalties,010,,,,,,,,528982,500155,479807,448855
2012,5,Forfeitures,020,,,,,,,,180822,34389,1621336,81940
2012,5,Fixed penalty system (Traffic Contraventions),030,,,,,,,,248915,246781,258640,266393
2012,5,Fixed penalty system (Criminal Proceedings),040,,,,,,,,198460,202660,191822,197577
2012,5,Payments by civil servants,050,,,,,,,,1868,1694,2929,2362
2012,5,Fixed penalty system (Motor Vehicle Idling),060,,,,,,,,,,16,1152
2012,6,Quarries and mining,020,,,,,,,,49781,55200,58040,54700
2012,6,Bridges and tunnels,030,,,,,,,,1372790,1316877,1372202,1369465
2012,6,Petrol filling,070,,,,,,,,1767,1789,1871,1920
2012,6,Parking,100,,,,,,,,361429,352920,383174,393324
2012,6,Vehicle examination,170,,,,,,,,40516,39394,39658,39658
2012,6,Slaughterhouse concessions,201,,,,,,,,31114,30372,28179,28179
2012,6,Other royalties and concessions,202,,,,,,,,594046,613621,2476908,1209164
2012,7,"Government land licences, government rents (other than those charged at 3% of rateable values in accordance with the Government Rent (Assessment and Collection) Ordinance (Cap. 515) ) and rents from short term tenancies",010,,,,,,,,1764557,1774516,1729770,1775312
2012,7,Rents from government quarters,020,,,,,,,,691548,671949,737324,737151
2012,7,Rents from government properties,030,,,,,,,,1243078,1257759,1521887,1328537
2012,7,Investment income and interest,040,,,,,,,,17823701,19283000,20037200,19171000
2012,7,Returns on equity investments in statutory agencies/corporations,060,,,,,,,,5802380,4905967,6204187,6404187
2012,7,Recovery from Housing Authority under current financial arrangement,080,,,,,,,,142204,142075,162375,204533
2012,7,Government rents charged at 3% of rateable values in accordance with the Government Rent (Assessment and Collection) Ordinance (Cap. 515),090,,,,,,,,6304693,6927000,6470000,7289000
2012,9,Repayments of loans and advances,010,,,,,,,,254,,206,
2012,9,Pension contributions,020,,,,,,,,12641,11405,11946,11163
2012,9,Recovery of salaries and staff on-costs,030,,,,,,,,2144530,2191708,2315488,2357509
2012,9,Light and fuel in government buildings,040,,,,,,,,28575,27086,22866,22887
2012,9,Recovery of overpayments and losses,050,,,,,,,,464888,355698,805856,382701
2012,9,Transfers from Funds,080,,,,,,,,,1800000,1800000,500000
2012,9,Other receipts,090,,,,,,,,1212139,1323310,2609053,5878129
2012,9,Payments in lieu of profits tax,110,001,Payments made by Trading Funds,,,,,,232671,122205,227575,125749
2012,9,Payments for “insurance” premium,110,002,Payments made by Trading Funds,,,,,,3082,3078,3078,3174
2012,9,Reimbursements by trading funds arising from policy on “insurance”,110,003,Payments made by Trading Funds,,,,,,100,191,248,234
2012,10,Berthing fee,040,010,Marine ferry terminals,,,,,,54495,54326,50854,51480
2012,10,Embarkation fee,040,020,Marine ferry terminals,,,,,,144752,149505,156010,162509
2012,10,Others,040,030,Marine ferry terminals,,,,,,6876,6919,6909,6909
2012,10,Chargeable water,070,010,Waterworks,,,,,,2445027,2554000,2531100,2550800
2012,10,Fees and licences,070,020,Waterworks,,,,,,12158,13760,13450,13450
2012,10,Others,070,040,Waterworks,,,,,,16280,11636,13530,13200
2012,10,Sewage charge,080,010,Sewage services,,,,,,596194,667300,661900,731400
2012,10,Trade effluent surcharge,080,020,Sewage services,,,,,,204461,195200,202200,201000
2012,10,Others,080,030,Sewage services,,,,,,3114,2740,3050,3060
2012,11,Markets,022,010,"Agriculture, Fisheries and Conservation Department",,,,,,67303,67989,68602,74965
2012,11,Agricultural services and products,022,020,"Agriculture, Fisheries and Conservation Department",,,,,,505,590,505,445
2012,11,Others,022,030,"Agriculture, Fisheries and Conservation Department",,,,,,30950,30290,31497,31534
2012,11,Audit Commission,024,,"Agriculture, Fisheries and Conservation Department",,,,,,8655,9227,9455,10319
2012,11,Services to trading funds and subvented projects,025,025,Architectural Services Department,,,,,,4153,4743,4827,1825
2012,11,Others,025,030,Architectural Services Department,,,,,,415,561,344,344
2012,11,Census and Statistics Department,026,,Architectural Services Department,,,,,,8762,9006,10275,9316
2012,11,Civil Aid Service,027,,Architectural Services Department,,,,,,77,124,80,88
2012,11,Services to the Airport Authority,028,010,Civil Aviation Department,,,,,,666026,692560,721150,731588
2012,11,Aircraft en route navigation charges,028,020,Civil Aviation Department,,,,,,200301,216465,214008,216994
2012,11,Licences,028,030,Civil Aviation Department,,,,,,65261,67528,74100,79918
2012,11,Others,028,040,Civil Aviation Department,,,,,,991,1066,1889,1864
2012,11,Recovery other than cost of raw materials for correctional services industries,030,010,Correctional Services Department,,,,,,801,510,471,490
2012,11,Laundry charges,030,015,Correctional Services Department,,,,,,2997,2965,3096,3096
2012,11,Others,030,020,Correctional Services Department,,,,,,255,236,308,308
2012,11,Import and export declarations,031,010,Customs and Excise Department,,,,,,1514735,1486595,1617982,1020037
2012,11,Bonded warehouse supervision charges,031,020,Customs and Excise Department,,,,,,365,339,452,524
2012,11,Clothing industry training levy service charges,031,030,Customs and Excise Department,,,,,,112,112,83,83
2012,11,Denaturing fees,031,040,Customs and Excise Department,,,,,,1264,1442,735,735
2012,11,Import and export licences,031,071,Customs and Excise Department,,,,,,2116,2012,2417,2417
2012,11,Warehouse licences,031,072,Customs and Excise Department,,,,,,665,665,664,665
2012,11,Miscellaneous licences,031,080,Customs and Excise Department,,,,,,1504,1456,1463,1450
2012,11,Storage fees,031,090,Customs and Excise Department,,,,,,,1,1,1
2012,11,Others,031,100,Customs and Excise Department,,,,,,24703,17097,13057,20057
2012,11,Hong Kong companies registration fees,032,010,Companies Registry,,,,,,116064,113008,123051,51051
2012,11,Works executed on private account,033,010,Civil Engineering and Development Department,,,,,,18121,8426,14057,238594
2012,11,"Dangerous goods, mining and prospecting licences",033,011,Civil Engineering and Development Department,,,,,,2297,2100,3080,2920
2012,11,Explosives permit and storage fees,033,012,Civil Engineering and Development Department,,,,,,24697,28580,34000,37100
2012,11,Mud disposal,033,013,Civil Engineering and Development Department,,,,,,12139,8590,3015,3015
2012,11,Disposal of construction waste at public fill reception facilities,033,014,Civil Engineering and Development Department,,,,,,254459,330000,280000,280000
2012,11,Others,033,030,Civil Engineering and Development Department,,,,,,589,394,450,310
2012,11,"Dangerous drugs, pharmacy, poisons and other licences",037,010,Department of Health,,,,,,23294,24808,23262,24433
2012,11,Out-patient charges,037,030,Department of Health,,,,,,32466,32073,31083,31165
2012,11,Dental charges,037,040,Department of Health,,,,,,7979,7820,7810,7610
2012,11,"Medical and health charges other than hospital, out-patient and dental charges",037,050,Department of Health,,,,,,28797,29985,29157,29173
2012,11,Registrations and certificates of medical and supplementary medical professionals,037,060,Department of Health,,,,,,25572,25549,26648,28208
2012,11,Others,037,070,Department of Health,,,,,,546,593,493,474
2012,11,Works executed on private account,039,010,Drainage Services Department,,,,,,43,20,20,20
2012,11,Others,039,030,Drainage Services Department,,,,,,817,865,842,832
2012,11,Services to Electrical and Mechanical Services Trading Fund,042,025,Electrical and Mechanical Services Department,,,,,,34207,34858,36431,38070
2012,11,"Registration, certification and permit fees",042,027,Electrical and Mechanical Services Department,,,,,,50553,40215,40483,38110
2012,11,Others,042,030,Electrical and Mechanical Services Department,,,,,,16,20,15,15
2012,11,Chemical waste charging scheme,044,010,Environmental Protection Department,,,,,,28199,26800,28000,28000
2012,11,MARPOL waste charging scheme,044,015,Environmental Protection Department,,,,,,13414,14500,5500,5500
2012,11,Waste disposal charges,044,017,Environmental Protection Department,,,,,,69951,58000,111750,114500
2012,11,Licence and permit fees,044,020,Environmental Protection Department,,,,,,10998,9911,10723,10999
2012,11,Producer Responsibility Scheme,044,025,Environmental Protection Department,,,,,,24909,24600,25500,25500
2012,11,Others,044,030,Environmental Protection Department,,,,,,2388,296,283,287
2012,11,Dangerous goods licences,045,010,Fire Services Department,,,,,,10544,10036,10303,10303
2012,11,Official certificates and fire reports,045,012,Fire Services Department,,,,,,6768,6772,6640,6640
2012,11,Others,045,020,Fire Services Department,,,,,,830,724,972,972
2012,11,Government Secretariat: Office of the Government Chief Information Officer,047,,Fire Services Department,,,,,,6938,6551,7378,6906
2012,11,Services to the Hospital Authority,048,015,Government Laboratory,,,,,,5992,6076,6076,7376
2012,11,Others,048,020,Government Laboratory,,,,,,6015,6884,6884,5794
2012,11,Licences and permits,049,010,Food and Environmental Hygiene Department,,,,,,245625,274318,279007,279767
2012,11,Meat inspection,049,020,Food and Environmental Hygiene Department,,,,,,22962,23276,20885,20885
2012,11,Cemeteries and crematoria,049,030,Food and Environmental Hygiene Department,,,,,,66622,65268,65220,65273
2012,11,Others,049,040,Food and Environmental Hygiene Department,,,,,,3142,4296,4258,2681
2012,11,Management and air conditioning charges,051,010,Government Property Agency,,,,,,85140,67522,66393,65381
2012,11,Others,051,020,Government Property Agency,,,,,,4621,4166,4773,4166
2012,11,Government Secretariat: Commerce and Economic Development Bureau (Communications and Technology Branch),055,,Government Property Agency,,,,,,1051,850,1287,1212
2012,11,Printing services,059,010,Government Logistics Department,,,,,,226052,237000,231210,240220
2012,11,Advertisements,059,020,Government Logistics Department,,,,,,21616,22700,21113,20256
2012,11,Government transport,059,030,Government Logistics Department,,,,,,19647,19869,21382,22439
2012,11,Others,059,040,Government Logistics Department,,,,,,8176,8337,7267,7011
2012,11,Works executed on private account,060,010,Highways Department,,,,,,2409,2743,6296,2279
2012,11,Excavation permits,060,020,Highways Department,,,,,,130000,128859,135767,135767
2012,11,Others,060,030,Highways Department,,,,,,1546,1680,1600,1600
2012,11,Guesthouse licences,063,015,Home Affairs Department,,,,,,4954,7564,9277,5395
2012,11,Clubhouse certificates,063,016,Home Affairs Department,,,,,,12866,15151,15723,15294
2012,11,Karaoke establishments licences and permits,063,020,Home Affairs Department,,,,,,63,55,35,59
2012,11,Entertainment licences,063,021,Home Affairs Department,,,,,,,,,18543
2012,11,Others,063,030,Home Affairs Department,,,,,,3144,2949,3210,3231
2012,11,Chinese nationality applications,070,012,Immigration Department,,,,,,3127,2860,3433,3250
2012,11,Travel documents,070,020,Immigration Department,,,,,,213055,223232,233143,238972
2012,11,"Visas, entry permits and extension of stay",070,030,Immigration Department,,,,,,117223,127850,131621,137840
2012,11,Certification fees,070,040,Immigration Department,,,,,,9987,11159,9808,9898
2012,11,Replacement of identity cards,070,060,Immigration Department,,,,,,37578,37891,36994,39287
2012,11,Births and deaths registration fees,070,070,Immigration Department,,,,,,42052,42272,45963,49521
2012,11,Marriage registration fees,070,080,Immigration Department,,,,,,58067,58283,60275,61443
2012,11,Others,070,090,Immigration Department,,,,,,12569,12422,14594,15097
2012,11,Sale of publications,074,010,Information Services Department,,,,,,6436,6265,6315,6365
2012,11,Others,074,020,Information Services Department,,,,,,546,440,440,440
2012,11,Business registration fees,076,010,Inland Revenue Department,,,,,,35752,1100000,1200000,25000
2012,11,Others,076,020,Inland Revenue Department,,,,,,15232,17513,19031,18756
2012,11,Patents fees,078,010,Intellectual Property Department,,,,,,18435,18164,18029,18029
2012,11,Trade marks fees,078,020,Intellectual Property Department,,,,,,70188,70394,78685,78685
2012,11,Registered designs fees,078,030,Intellectual Property Department,,,,,,7999,7783,7935,7935
2012,11,Others,078,040,Intellectual Property Department,,,,,,66,64,98,98
2012,11,Commission,080,010,Judiciary,,,,,,9093,5317,7664,7502
2012,11,Court fees,080,020,Judiciary,,,,,,141416,141965,141002,133961
2012,11,Possession,080,030,Judiciary,,,,,,484,525,404,404
2012,11,Others,080,040,Judiciary,,,,,,12664,12512,12918,12936
2012,11,Buildings Ordinance fees,082,010,Buildings Department,,,,,,364616,196194,151524,149832
2012,11,Works executed on private account,082,020,Buildings Department,,,,,,19,90,14,2134
2012,11,Others,082,030,Buildings Department,,,,,,840,1188,831,952
2012,11,Labour Department,090,,Buildings Department,,,,,,21573,22072,22104,23957
2012,11,Administrative and legal land services,091,010,Lands Department,,,,,,55178,49074,53511,53216
2012,11,Lands Department consent fees and Government lease fees,091,012,Lands Department,,,,,,3428,2678,2091,2062
2012,11,Administrative fees for conveyancing services for FSI,091,013,Lands Department,,,,,,304,311,254,260
2012,11,Excavation permits,091,020,Lands Department,,,,,,11189,10876,10981,11248
2012,11,Works executed on private account,091,040,Lands Department,,,,,,351,300,326,326
2012,11,Services to KCRC,091,042,Lands Department,,,,,,,,,
2012,11,Services to MTRCL,091,046,Lands Department,,,,,,14288,72672,73503,44693
2012,11,Others,091,050,Lands Department,,,,,,20103,20315,19905,20680
2012,11,Department of Justice,092,,Lands Department,,,,,,4239,4371,6154,4962
2012,11,Legal Aid Department,094,,Lands Department,,,,,,239863,234046,274882,255821
2012,11,Admission and hire charges,095,010,Leisure and Cultural Services Department,,,,,,618089,586156,613717,622766
2012,11,Programme entry fees for recreational and sports activities,095,020,Leisure and Cultural Services Department,,,,,,37867,38398,39391,39432
2012,11,Licences,095,030,Leisure and Cultural Services Department,,,,,,596,609,609,609
2012,11,Others,095,040,Leisure and Cultural Services Department,,,,,,29347,26608,26642,26575
2012,11,Anchorage,100,010,Marine Department,,,,,,29385,26600,34840,34840
2012,11,Buoy,100,020,Marine Department,,,,,,21113,20700,21200,21200
2012,11,Permit fees,100,030,Marine Department,,,,,,111771,110630,112640,112640
2012,11,Cargo working area charges,100,040,Marine Department,,,,,,120580,121318,127152,129990
2012,11,Examination and registration fees,100,050,Marine Department,,,,,,87772,79213,91018,94881
2012,11,Vessel licences,100,070,Marine Department,,,,,,30564,32400,39370,39370
2012,11,Port and light dues,100,080,Marine Department,,,,,,251050,248620,210280,167280
2012,11,Port clearance fees,100,090,Marine Department,,,,,,12579,12600,12410,12410
2012,11,Survey fees,100,100,Marine Department,,,,,,27039,22582,25286,24162
2012,11,Others,100,110,Marine Department,,,,,,5433,4500,5171,4872
2012,11,Bankruptcy,116,010,Official Receiver’s Office,,,,,,102548,78982,82895,70557
2012,11,Liquidation,116,020,Official Receiver’s Office,,,,,,114749,100500,145327,141750
2012,11,Others,116,030,Official Receiver’s Office,,,,,,78,120,58,58
2012,11,Confirmation of criminal record,122,010,Hong Kong Police Force,,,,,,3991,4339,4603,7986
2012,11,Establishments and trades licences,122,020,Hong Kong Police Force,,,,,,1211,1203,1265,1265
2012,11,Security personnel permits,122,025,Hong Kong Police Force,,,,,,8097,8301,11954,11954
2012,11,Others,122,030,Hong Kong Police Force,,,,,,5877,5705,6145,6145
2012,11,Translation and interpretation services,143,010,Government Secretariat: Civil Service Bureau,,,,,,7224,7383,7214,7299
2012,11,Training and development services,143,020,Government Secretariat: Civil Service Bureau,,,,,,2788,3017,3431,3431
2012,11,Others,143,030,Government Secretariat: Civil Service Bureau,,,,,,523,455,559,559
2012,11,Insurance companies,148,010,Government Secretariat: Financial Services and the Treasury Bureau (Financial Services Branch),,,,,,42380,41579,41122,41122
2012,11,Others,148,030,Government Secretariat: Financial Services and the Treasury Bureau (Financial Services Branch),,,,,,5,4,4,4
2012,11,Security companies,151,010,Government Secretariat: Security Bureau,,,,,,14838,14983,15574,14937
2012,11,Others,151,090,Government Secretariat: Security Bureau,,,,,,66,37,34,33
2012,11,"Government Secretariat: Commerce and Economic Development Bureau (Commerce, Industry and Tourism Branch)",152,,Government Secretariat: Security Bureau,,,,,,8083,10202,10175,10611
2012,11,Government Secretariat: Innovation and Technology Commission,155,,Government Secretariat: Security Bureau,,,,,,8274,8459,8392,8712
2012,11,School fees for senior secondary classes,156,011,Government Secretariat: Education Bureau,,,,,,,,,
2012,11,Grant and subsidised schools provident funds—supervision fees,156,020,Government Secretariat: Education Bureau,,,,,,4760,4592,4600,5100
2012,11,Others,156,030,Government Secretariat: Education Bureau,,,,,,3256,3424,3300,3300
2012,11,Radio Television Hong Kong,160,,Government Secretariat: Education Bureau,,,,,,1040,960,1031,1201
2012,11,Rating and Valuation Department,162,,Government Secretariat: Education Bureau,,,,,,5064,5358,5249,5179
2012,11,Services to the Airport Authority,168,010,Hong Kong Observatory,,,,,,83137,87684,92334,96379
2012,11,Others,168,020,Hong Kong Observatory,,,,,,1475,1393,1505,1479
2012,11,Traffic Accident Victims Assistance Scheme administration fee,170,010,Social Welfare Department,,,,,,15201,15050,15194,15340
2012,11,Others,170,020,Social Welfare Department,,,,,,3970,3974,4115,1418
2012,11,Student Financial Assistance Agency,173,,Social Welfare Department,,,,,,25706,29846,28364,31350
2012,11,Entertainment licences,180,010,"Office for Film, Newspaper and Article Administration",,,,,,17489,18491,18728,
2012,11,Film censorship fees,180,020,"Office for Film, Newspaper and Article Administration",,,,,,3129,3039,3043,3043
2012,11,Broadcasting licences,180,025,"Office for Film, Newspaper and Article Administration",,,,,,32218,35466,45735,
2012,11,Others,180,030,"Office for Film, Newspaper and Article Administration",,,,,,598,576,1386,587
2012,11,Application fees for certificates of origin,181,010,Trade and Industry Department,,,,,,437,471,361,363
2012,11,Application fees for textile export licences,181,030,Trade and Industry Department,,,,,,1296,929,836,684
2012,11,Others,181,040,Trade and Industry Department,,,,,,21916,20364,18844,17118
2012,11,Vehicle and driving licences,186,010,Transport Department,,,,,,3163766,3344549,3418608,3516395
2012,11,"Transfer of vehicle and registration mark, driving test and permits",186,030,Transport Department,,,,,,271121,275878,284894,289690
2012,11,Traffic Accident Victims Assistance Scheme administration fee,186,040,Transport Department,,,,,,1427,1823,1682,1765
2012,11,Vehicle examination fees,186,050,Transport Department,,,,,,65559,64107,64570,64570
2012,11,Personalized vehicle registration mark,186,055,Transport Department,,,,,,35557,32783,31238,28635
2012,11,Others,186,060,Transport Department,,,,,,11992,13676,13406,13757
2012,11,Others,188,040,Treasury,,,,,,42197,43469,47202,48066
2012,11,Other bureaux/departments,200,,Treasury,,,,,,16640,15780,15792,15889
2013,1,Hydrocarbon oils,010,,,,,,,,3146665,3271239,3292564,3436958
2013,1,Alcoholic beverages,020,,,,,,,,363547,350374,375279,390109
2013,1,Other alcohol products,030,,,,,,,,7921,5132,7921,7921
2013,1,Tobacco,050,,,,,,,,4206609,4704900,4960806,4960806
2013,2,General Rates,030,,,,,,,,9722268,10471000,10939000,12971000
2013,3,Bets and sweeps tax,010,,,,,,,,15760595,15827000,16298000,16443490
2013,3,Interest tax,030,010,Earnings and profits tax,,,,,,68,,,
2013,3,Profits tax,030,020,Earnings and profits tax,,,,,,118599871,105580000,128500000,131000000
2013,3,Personal assessment,030,030,Earnings and profits tax,,,,,,4512151,4700000,4100000,4900000
2013,3,Property tax,030,040,Earnings and profits tax,,,,,,1948429,2000000,2300000,2500000
2013,3,Salaries tax,030,050,Earnings and profits tax,,,,,,51761323,49340000,51500000,51000000
2013,3,Estate duty,050,,Earnings and profits tax,,,,,,94174,70000,130000,70000
2013,3,Stamp duties,070,,Earnings and profits tax,,,,,,44355853,37000000,43000000,40000000
2013,3,Air passenger departure tax,080,,Earnings and profits tax,,,,,,1947671,1987833,2022034,2062480
2013,4,First registration,010,,,,,,,,7070073,7360111,7759622,7651649
2013,5,Court fines and statutory penalties,010,,,,,,,,537334,448855,517363,464665
2013,5,Forfeitures,020,,,,,,,,1648936,81940,84497,64587
2013,5,Fixed penalty system (Traffic Contraventions),030,,,,,,,,276709,266393,295778,304641
2013,5,Fixed penalty system (Criminal Proceedings),040,,,,,,,,193227,197577,214642,221081
2013,5,Payments by civil servants,050,,,,,,,,3441,2362,3087,2490
2013,5,Fixed penalty system (Motor Vehicle Idling),060,,,,,,,,,1152,2,2
2013,6,Quarries and mining,020,,,,,,,,57168,54700,61643,53012
2013,6,Bridges and tunnels,030,,,,,,,,1395857,1369465,1370600,1416433
2013,6,Petrol filling,070,,,,,,,,1787,1920,1880,1887
2013,6,Parking,100,,,,,,,,381178,393324,400907,411108
2013,6,Vehicle examination,170,,,,,,,,41689,39658,38539,32359
2013,6,Slaughterhouse concessions,201,,,,,,,,29651,28179,31417,31417
2013,6,Other royalties and concessions,202,,,,,,,,2941919,1209164,791647,1586256
2013,7,"Government land licences, government rents (other than those charged at 3% of rateable values in accordance with the Government Rent (Assessment and Collection) Ordinance (Cap. 515) ) and rents from short term tenancies",010,,,,,,,,2008048,1775312,1718302,1776103
2013,7,Rents from government quarters,020,,,,,,,,756774,737151,789996,783469
2013,7,Rents from government properties,030,,,,,,,,1531845,1328537,1354135,1348360
2013,7,Investment income and interest,040,,,,,,,,20105273,19171000,20053468,19365000
2013,7,Returns on equity investments in statutory agencies/corporations,060,,,,,,,,6204186,6404187,7270260,7270260
2013,7,Recovery from Housing Authority under current financial arrangement,080,,,,,,,,162375,204533,229973,67106
2013,7,Government rents charged at 3% of rateable values in accordance with the Government Rent (Assessment and Collection) Ordinance (Cap. 515),090,,,,,,,,6470471,7289000,7784000,7915000
2013,9,Repayments of loans and advances,010,,,,,,,,344,,290,
2013,9,Pension contributions,020,,,,,,,,12642,11163,10408,9684
2013,9,Recovery of salaries and staff on-costs,030,,,,,,,,2313090,2357509,2518332,2608233
2013,9,Light and fuel in government buildings,040,,,,,,,,24856,22887,26490,26499
2013,9,Recovery of overpayments and losses,050,,,,,,,,842863,382701,635901,595655
2013,9,Transfers from Funds,080,,,,,,,,1800000,500000,500000,1000000
2013,9,Other receipts,090,,,,,,,,2358767,5878129,16171319,5227920
2013,9,Payments in lieu of profits tax,110,001,Payments made by Trading Funds,,,,,,227574,125749,195543,123149
2013,9,Payments for “insurance” premium,110,002,Payments made by Trading Funds,,,,,,3078,3174,3174,3280
2013,9,Reimbursements by trading funds arising from policy on “insurance”,110,003,Payments made by Trading Funds,,,,,,309,234,508,256
2013,10,Berthing fee,040,010,Marine ferry terminals,,,,,,48005,51480,46758,46758
2013,10,Embarkation fee,040,020,Marine ferry terminals,,,,,,146489,162509,155180,159910
2013,10,Others,040,030,Marine ferry terminals,,,,,,6252,6909,7089,7089
2013,10,Chargeable water,070,010,Waterworks,,,,,,2478737,2550800,2550000,2573000
2013,10,Fees and licences,070,020,Waterworks,,,,,,13366,13450,15000,15700
2013,10,Others,070,040,Waterworks,,,,,,16367,13200,13800,14200
2013,10,Sewage charge,080,010,Sewage services,,,,,,654112,731400,723300,797000
2013,10,Trade effluent surcharge,080,020,Sewage services,,,,,,206910,201000,204200,205000
2013,10,Others,080,030,Sewage services,,,,,,2965,3060,3310,3310
2013,11,Markets,022,010,"Agriculture, Fisheries and Conservation Department",,,,,,66843,74965,70090,76284
2013,11,Agricultural services and products,022,020,"Agriculture, Fisheries and Conservation Department",,,,,,437,445,395,395
2013,11,Others,022,030,"Agriculture, Fisheries and Conservation Department",,,,,,32179,31534,33082,32093
2013,11,Audit Commission,024,,"Agriculture, Fisheries and Conservation Department",,,,,,9461,10319,9957,10006
2013,11,Services to trading funds and subvented projects,025,025,Architectural Services Department,,,,,,2733,1825,2153,2147
2013,11,Others,025,030,Architectural Services Department,,,,,,3367,344,542,542
2013,11,Census and Statistics Department,026,,Architectural Services Department,,,,,,12857,9316,8756,11951
2013,11,Civil Aid Service,027,,Architectural Services Department,,,,,,75,88,235,197
2013,11,Services to the Airport Authority,028,010,Civil Aviation Department,,,,,,721150,731588,735060,767426
2013,11,Aircraft en route navigation charges,028,020,Civil Aviation Department,,,,,,218109,216994,242175,272670
2013,11,Licences,028,030,Civil Aviation Department,,,,,,87406,79918,77469,87680
2013,11,Others,028,040,Civil Aviation Department,,,,,,2512,1864,2630,2618
2013,11,Recovery other than cost of raw materials for correctional services industries,030,010,Correctional Services Department,,,,,,658,490,212,212
2013,11,Laundry charges,030,015,Correctional Services Department,,,,,,3082,3096,3152,3152
2013,11,Others,030,020,Correctional Services Department,,,,,,290,308,238,238
2013,11,Import and export declarations,031,010,Customs and Excise Department,,,,,,1645379,1020037,1131067,882909
2013,11,Bonded warehouse supervision charges,031,020,Customs and Excise Department,,,,,,391,524,394,416
2013,11,Clothing industry training levy service charges,031,030,Customs and Excise Department,,,,,,83,83,63,63
2013,11,Denaturing fees,031,040,Customs and Excise Department,,,,,,800,735,450,450
2013,11,Import and export licences,031,071,Customs and Excise Department,,,,,,2361,2417,2352,2352
2013,11,Warehouse licences,031,072,Customs and Excise Department,,,,,,709,665,709,665
2013,11,Miscellaneous licences,031,080,Customs and Excise Department,,,,,,1523,1450,1543,1540
2013,11,Storage fees,031,090,Customs and Excise Department,,,,,,,1,7,1
